case_id	TPRN	ITGAV	ART1	RBMXL3	PNOC	RNF128	ZNF222	FAM108B1	DLGAP4	OIP5	C2orf84	RAET1G	KIAA1522	HLX	PPAPDC1A	ZNF799	TAS2R19	ZNF416	CCL24	MAP3K6	SNORD56B	RND3	RUNX1T1	C4orf17	TENC1	NRXN2	ACTR2	ZNF554	PCSK5	SCRG1	SPDYE2	HPCAL1	GSS	TSPAN9	IL21	ADCY4	SGK196	KLHDC4	RMRP	HMGN5	ERLIN2	PCDHB18	C10orf11	ARIH2	?|653553	CCDC13	TAAR8	TPPP3	PARK2	MDM4	CPB2	KPNA6	SLC25A18	LY6G6D	AGL	FAM190A	PPP2R2C	ACTL7B	NPB	TJP3	NDOR1	XCL2	MRPS7	OTUD1	ZNF841	GUCY2D	CXCR2P1	DEPDC1	PSMB11	STXBP4	SLC25A13	PSMB8	ANKRD19	SPHKAP	C10orf107	ANKRD34B	MAK16	NR2E3	MT1H	SLITRK2	GZMA	ZNF845	ZMYM6	RPP30	HECTD3	ANKRD58	RFWD2	PSMA3	OTX2	SNAP29	LMO7	NAALADL1	ATN1	UHRF1BP1L	MED18	CNN3	TRPM1	BCL7C	C8B	MAP6	C1orf187	LRRC15	PROCA1	HSFX2	ABCD2	KSR1	GRAPL	NRK	TACR3	BMP8B	SLC31A2	FBXO43	PGA3	SOCS3	CD302	RAP2C	PAQR7	OR7E37P	TTC35	FAM7A2	C10orf82	DNAL4	SCML1	GRIK5	PNPLA5	C1orf49	KRT6C	RNPEPL1	C2orf7	SSX1	ABCB10	FYTTD1	KCTD8	MRPL55	LOC441294	MYO18A	SNORD59B	LTV1	LTA4H	SPRY3	BICC1	PHF7	ANAPC16	BPIL2	PGM2L1	DEGS1	MAGEE1	PKP2	ST6GALNAC1	SLC25A24	DPM1	SCAMP5	XKR3	SLC6A15	CD53	UGT1A1	C5orf54	MUC17	CT47B1	KIF5A	KCNK15	FCGR3A	PALM2-AKAP2	EEF1D	RHOV	BRE	ZSCAN18	TTTY15	SEMA3B	DHRS3	FA2H	MLN	MS4A6A	TPRX1	C10orf111	MFSD3	UBXN2B	ZNF225	KCNQ1	C6orf115	NLRC5	CXCR7	SH3GL2	KIAA0087	C19orf44	KDM5A	LCE3C	TAS2R1	MYO7A	ZNF135	KCTD11	SORL1	HDAC6	GMPPA	FAM181A	BGN	MYL2	LINGO4	IGFL4	PLXNA3
TCGA-A7-A0CD	9.6391	11.8099	0.6615	0.0	1.6022	11.2111	8.1461	8.2261	10.1164	6.0291	0.905	1.1134	12.5115	6.5997	6.2153	8.0895	1.4569	8.1528	0.0	8.1791	0.0	8.8234	4.8248	0.0	9.9091	4.5482	12.5607	7.7662	6.0092	0.6615	0.0	9.5104	9.6847	10.2182	0.0	5.8437	5.908	7.7901	3.1929	7.2642	11.8602	2.4992	3.3244	10.3118	7.4216	1.2953	0.0	7.0336	3.7557	9.9922	1.7342	10.8658	2.3426	0.6615	8.3939	5.8869	2.3426	0.0	0.905	9.7885	9.0493	1.6022	10.9192	9.0876	8.4502	0.3684	4.5302	7.7271	0.0	8.2891	8.481	10.9908	6.2815	0.0	2.2574	0.0	9.0477	2.6405	0.0	0.3684	3.6257	8.7696	8.9335	8.6219	9.9963	3.5561	9.988	9.6817	0.0	11.3229	9.9702	3.5561	11.8444	9.9156	8.1704	12.0742	0.3684	8.9977	0.0	4.3152	1.1134	10.4537	3.846	5.2676	3.2818	9.2355	1.1134	6.9342	1.2953	7.6224	6.3955	3.9582	0.3684	9.3227	9.4433	10.3067	8.2275	0.0	9.4708	3.2818	0.905	9.8557	7.0495	3.3244	0.0	0.0	1.4569	9.9835	7.2911	0.0	9.6344	10.5539	0.0	9.2942	6.4104	10.6521	0.0	8.3776	11.2116	5.5443	6.2209	6.8995	10.67	0.0	8.2865	10.5933	9.2237	10.2253	2.2574	10.9494	8.8618	7.429	0.6615	1.2953	8.0136	0.0	7.5526	0.0	0.0	0.3684	9.3563	10.0491	8.9869	13.0075	7.6561	9.1143	11.0819	0.0	11.736	9.636	6.324	0.0	8.4137	0.0	1.6022	8.3738	10.3743	7.1236	6.5421	8.5078	7.8173	9.8232	7.9144	0.3684	7.7932	11.1714	0.0	0.0	5.3827	4.5119	8.2106	12.2464	9.9681	9.0619	0.0	13.0917	0.0	3.4829	0.3684	10.5832
TCGA-GI-A2C8	8.9648	12.4164	1.2257	0.0	1.741	4.508	5.3033	9.0529	11.2877	2.5938	2.2269	2.8123	12.5225	6.8843	7.568	7.1073	0.4165	6.8344	0.0	8.1143	0.0	10.87	6.0574	0.0	11.3493	6.5705	12.5302	7.7108	7.7893	2.0043	0.7392	8.3677	10.1635	10.9024	0.0	7.9365	5.9285	7.6496	7.179	7.7155	10.7726	3.5078	5.7694	10.2717	8.3895	3.6298	0.0	8.1939	6.956	10.4341	0.0	11.1402	5.0789	0.0	12.0539	5.6875	6.2281	0.4165	0.0	10.2091	9.2386	3.0051	9.9888	8.6993	8.3471	2.6678	3.8799	3.5903	0.0	7.3981	9.0547	9.9286	4.9284	0.4165	1.5888	0.0	8.6578	3.4203	0.0	1.741	6.3574	7.8843	8.864	8.4638	10.0207	4.0643	10.1458	10.4751	0.0	10.8344	9.439	5.7516	12.37	10.1355	7.745	11.9222	0.4165	9.0638	0.0	7.0646	1.0029	12.8003	4.2534	6.0057	3.9123	8.9147	1.8428	8.1436	0.7392	4.7605	12.3088	2.5073	0.0	11.1249	10.6615	10.5772	9.295	0.0	10.0755	2.3266	7.5603	8.8802	5.8553	4.4649	0.0	0.0	1.5888	10.5391	7.4487	0.0	8.6628	11.1147	0.4165	8.7393	5.1072	10.2438	0.0	8.9326	9.8658	7.0538	8.5667	6.3156	10.5766	0.0	11.1869	11.5648	6.8216	8.2458	4.0054	10.4059	9.4473	8.7016	0.0	0.0	10.0772	0.0	7.3277	0.4165	0.0	7.7717	5.3395	12.2292	9.8856	11.4847	10.2038	8.9683	9.9429	0.0	7.8904	10.9947	3.8467	0.0	10.3815	0.0	1.592	7.4292	9.459	6.6687	8.2489	8.9619	9.0291	9.5462	4.7605	2.0043	7.1424	10.5964	0.0	0.0	6.8637	5.7336	9.0226	11.5297	9.6448	9.6057	0.0	14.5425	0.0	5.1621	0.7392	8.5706
TCGA-A8-A09I	8.9254	11.7944	0.2633	0.0	2.8088	4.0891	5.9606	7.3522	10.9935	7.401	0.8488	2.8088	11.4202	5.8646	7.3451	8.2666	0.8488	6.9372	0.0	8.834	0.0	8.9692	4.2496	0.0	9.1722	3.9651	13.1714	6.3802	5.394	0.2633	0.0	9.2534	10.8661	10.2291	0.2633	5.8091	5.2572	7.2871	2.6795	8.0581	10.7855	2.1388	4.7241	9.8299	8.4263	2.3799	0.0	6.5095	3.3521	10.1962	0.2633	10.3288	7.2797	0.0	9.839	6.0807	4.3236	0.2633	0.4859	10.9796	9.2558	3.8294	10.6128	8.8213	7.9431	1.1384	7.8709	8.3522	0.0	8.6201	8.9313	11.9044	5.7405	0.2633	0.8488	0.0	8.7292	3.8891	4.106	1.4866	6.276	8.086	8.4897	8.731	9.3358	3.9465	10.6982	10.6007	0.0	11.2253	9.1671	4.7987	11.1664	9.9565	8.0732	10.8297	0.0	8.8886	0.2633	5.8295	1.7668	11.4286	5.2797	4.809	3.461	7.3889	0.7543	4.0196	0.2633	3.7241	8.8478	3.8695	0.0	9.2107	8.0252	10.607	8.3923	0.2633	10.1385	1.7668	0.8488	8.9336	7.6369	5.1636	0.0	0.0	3.0015	10.1505	8.443	0.0	10.2432	10.6943	0.0	9.1621	6.6542	10.148	0.0	9.3936	10.7046	4.691	6.8647	5.3091	10.5333	0.0	8.9847	10.7558	7.1935	8.0263	1.6792	10.9889	9.8362	7.9158	0.6787	0.0	10.0589	0.0	6.9277	0.0	0.0	2.2644	4.5745	12.3135	8.8511	12.8385	10.8168	9.1479	8.0395	0.0	8.1555	8.3191	8.1696	0.0	10.0338	0.0	1.3796	8.6325	10.6152	6.2797	5.8941	9.8145	10.3073	9.3689	0.0	0.4859	6.7988	10.4544	0.0	0.0	8.1279	4.1554	8.2862	10.0918	9.729	9.5358	0.0	13.3077	0.0	3.6104	0.4859	10.6756
TCGA-AO-A0JI	9.5659	9.911	0.4632	0.0	1.8681	10.2787	4.6573	8.87	11.1941	6.04	0.4632	1.3303	12.1686	4.4971	0.8134	7.175	1.0948	7.0486	0.0	7.4051	0.0	9.3841	4.2894	0.0	11.5316	6.4168	13.0335	7.2665	4.6133	0.4632	0.4632	8.7746	11.0233	10.1581	0.0	6.4359	5.3355	7.0835	3.1621	4.173	15.4865	2.4708	6.0137	10.3476	8.1813	0.8134	0.0	5.7951	5.0359	9.4426	0.0	10.5328	2.5662	0.8134	8.1813	3.2219	9.9975	0.0	4.6999	10.322	9.911	2.6556	9.9526	8.6846	7.6451	4.7616	2.8947	7.1444	0.0	8.2037	9.0702	9.3676	5.8717	0.0	1.0948	0.0	8.4875	3.9788	0.0	1.0948	5.4016	7.846	8.1511	8.7583	9.1751	3.6711	9.7478	10.3562	0.0	10.779	6.994	4.4227	12.4306	9.6335	7.6505	10.5642	0.0	8.9159	0.0	4.203	2.1401	6.2257	5.2663	4.6787	3.6711	8.9227	2.5981	3.0998	0.0	3.7133	6.9461	5.7752	0.0	8.9148	9.3111	9.4164	7.9732	0.0	10.2552	1.3303	8.7571	9.5003	6.7056	5.223	0.0	0.479	1.0948	9.6183	7.3659	0.0	9.605	10.8752	0.0	8.088	5.7348	10.8423	0.0	8.2865	11.7118	4.4971	5.3219	7.2912	10.8781	0.0	6.8163	9.8708	9.1133	9.6057	3.5826	10.2413	9.441	8.316	0.8134	0.4632	8.276	0.0	7.3016	0.0	0.0	0.4632	8.4265	7.6286	11.5766	13.0618	7.0025	8.7406	10.3258	0.0	9.5123	10.958	5.9085	0.0	7.7195	0.0	1.3303	10.8627	10.85	6.3107	7.3659	7.6667	7.6175	9.5795	6.878	2.9664	6.7888	10.6476	0.0	0.0	4.3442	8.5306	9.8039	10.2778	9.7039	8.396	0.0	11.9858	1.7101	0.4632	0.0	9.4912
TCGA-D8-A146	9.5926	12.5557	1.4751	0.0	4.3124	6.0083	6.6175	8.626	11.0633	4.7808	2.3984	3.1998	12.1653	6.7617	8.0193	8.5513	1.0482	7.3231	0.4394	9.3592	0.0	8.901	6.1596	0.0	10.7822	6.4746	12.4905	7.3295	7.1017	2.5811	0.0	8.5334	9.9492	11.1135	0.0	7.7763	5.8391	7.9189	3.9631	7.6389	11.2892	4.3124	4.899	10.338	7.8064	3.8608	0.0	7.7879	5.4735	10.1236	0.4394	11.0281	3.0215	0.0	10.4317	5.9678	5.092	0.0	1.0482	9.8436	9.4509	2.8891	9.5056	8.4014	8.4255	1.2774	2.2975	6.6227	0.0	7.3454	8.4812	9.7854	5.4265	0.7757	6.3161	0.7757	8.7801	3.1998	1.0482	1.9441	6.1159	8.3645	8.9591	8.5998	10.2764	4.119	10.2441	10.3184	0.0	10.3018	10.1102	5.8028	11.8517	9.7266	8.2187	11.9472	0.0	9.0538	0.4394	6.4688	3.0834	12.7437	3.8957	5.0461	4.8284	7.878	2.9368	6.9438	0.0	6.5368	9.2377	3.5013	0.0	9.6928	9.7776	10.3204	7.7189	0.4394	9.1742	1.8041	1.6489	8.9996	6.5911	5.151	0.4394	0.0	3.2546	10.2297	7.7067	0.0	9.3678	10.9262	0.7757	8.917	6.1379	9.8141	0.0	9.0595	10.2639	6.0631	8.0351	6.6485	10.7399	0.0	8.8406	10.5302	7.392	9.6735	4.338	10.6142	9.0274	7.8471	0.0	2.9568	9.4398	0.0	7.5511	0.0	0.0	3.1427	8.2066	10.8397	10.1322	11.6635	8.9412	8.6859	9.848	0.0	10.7166	8.5472	5.8301	0.0	9.5035	0.0	1.8055	7.3327	10.1292	6.997	7.013	9.5133	8.9063	9.1208	2.2975	1.6489	7.204	11.0194	0.0	0.7757	7.1603	8.0448	8.702	12.0951	10.1632	9.3755	0.0	14.4493	0.0	4.177	0.4394	10.5134
TCGA-EW-A2FW	9.3543	10.8	0.8026	0.0	1.5164	7.1839	5.1238	8.2191	13.0818	7.7828	0.4565	0.8026	11.7501	7.0156	5.7706	8.9777	1.0817	6.844	0.0	8.1087	0.0	8.1733	3.1997	0.0	11.7673	4.9781	12.2247	7.6765	5.0608	1.0817	0.4565	9.2948	13.8753	9.6895	0.0	7.5273	4.5209	8.7573	4.3733	4.8536	10.6197	1.3153	3.7313	10.9492	9.79	2.4505	0.0	8.3841	4.8721	10.0979	0.0	10.3792	4.2934	0.0	8.9443	5.1391	10.3216	0.0	2.5455	10.2678	10.0999	1.6929	10.437	8.1677	7.3739	1.6929	1.5164	8.5277	0.0	6.9258	9.3	8.2739	5.4029	0.0	1.5164	2.5455	9.0858	3.9555	1.0817	1.0817	5.6581	7.7051	7.9571	9.3559	9.6195	4.2375	10.582	10.5714	0.0	10.8616	9.8586	4.7376	12.4967	9.4904	8.0532	12.0057	0.4565	9.1875	0.0	5.1841	0.4565	10.177	3.6047	4.9436	2.6347	7.1912	3.0554	4.995	0.0	6.2583	7.2131	5.338	0.4565	9.2646	9.6559	9.4348	7.3868	0.4565	9.7444	0.8026	0.8026	10.0587	8.8556	1.5164	0.0	0.0	0.8026	9.8969	8.1508	0.0	9.108	10.8384	0.0	9.6466	6.5437	10.2179	0.0	9.6921	10.112	4.5894	5.2277	7.4059	11.2995	0.0	6.8109	9.585	7.7381	7.7255	2.798	10.6343	12.2901	9.4949	0.0	5.1391	8.363	0.0	7.4889	0.0	0.0	5.0608	4.2375	9.2914	9.2334	12.2475	5.5128	8.6329	10.3458	0.0	10.5544	9.3551	6.8487	0.0	8.6289	0.0	2.1221	8.6001	9.5829	5.7508	7.3771	8.045	7.5955	8.095	1.3153	0.4565	7.552	10.2073	0.0	1.0817	11.4043	8.5465	9.3068	8.1603	10.374	9.8488	0.4565	13.7123	0.0	1.5164	0.0	10.252
TCGA-A8-A07E	9.0379	12.3592	0.0	0.0	1.1017	5.9006	6.1126	8.1193	11.0149	6.7952	2.15	2.5536	12.2817	7.4074	7.2205	7.9838	0.895	7.6366	0.0	10.6406	0.0	9.6395	6.6582	0.0	10.8607	6.1596	13.0934	6.6417	7.8576	2.688	0.895	9.3443	9.5856	11.3831	0.0	7.8307	6.0516	7.1492	6.2219	6.9025	10.1362	3.883	6.2329	10.6068	6.9298	2.6224	0.0	9.5748	4.9313	9.5363	0.0	11.2732	3.8547	0.0	13.1697	7.6072	9.9325	0.0	0.3635	10.0346	9.236	3.5002	9.6632	8.0193	7.7542	0.895	2.9242	8.0694	0.0	6.8059	9.2055	9.9304	4.7891	1.8395	1.9506	1.1017	8.5867	1.2826	0.3635	5.5141	7.575	8.3995	8.7823	8.2198	10.4987	3.2187	10.3697	10.5481	0.0	9.533	9.4842	5.6925	11.6889	9.7196	8.1459	11.9479	0.0	9.3576	0.0	7.3829	3.4252	13.2581	3.3461	4.1852	3.9909	8.4988	2.8109	8.7728	0.0	7.1378	8.2689	3.9909	1.7191	9.9898	9.8661	10.0982	7.9757	0.0	8.9462	1.7191	6.6251	8.3059	6.5209	2.688	0.0	0.3635	5.2681	10.7886	8.5045	0.0	9.1389	11.2413	0.3635	8.874	6.1126	10.1317	0.0	9.3089	10.5356	6.0201	8.769	6.1826	10.6404	0.0	9.066	11.0634	6.7609	8.0586	4.7123	10.7524	8.7306	9.0395	0.0	3.7663	9.4456	0.0	6.7571	0.0	0.0	1.7191	6.5565	10.1464	10.958	13.0395	8.7766	8.7888	9.3683	0.0	7.3704	8.9157	6.2547	0.0	9.7895	0.3635	3.4252	7.5729	9.4283	6.9895	8.4129	9.5469	9.0813	10.1789	1.5877	1.4432	6.9956	11.1757	0.0	0.0	6.5652	8.0633	9.1352	10.9706	9.6503	9.3881	0.0	14.3465	0.0	1.7191	0.895	10.5525
TCGA-A8-A091	8.5348	11.714	2.3678	0.0	2.4986	7.4354	6.0994	8.201	10.7637	5.0864	1.5648	1.4402	12.6405	6.2738	4.3287	7.7429	1.7858	7.2059	0.0	9.3876	0.0	10.1267	5.6213	0.0	11.2624	6.708	12.3674	7.421	6.5246	2.0643	1.8847	9.9509	9.7212	11.5237	0.0	7.3771	9.3817	7.2496	3.6999	5.7844	12.9184	2.9735	3.2582	10.8314	7.4003	2.7291	0.0	8.9935	6.8947	10.1577	0.5749	11.4637	2.2977	0.9849	9.7576	6.7578	3.1024	0.5749	1.3038	10.0588	9.2712	1.8847	9.8896	8.7947	8.0533	2.3678	2.2977	7.0679	0.3159	7.1094	8.8409	9.0141	5.5996	0.9849	1.1532	0.3159	8.4195	2.224	0.3159	1.5648	6.3666	8.5594	8.9373	8.1132	10.0168	3.9258	9.0432	9.3577	0.0	10.607	9.4312	3.9939	12.1455	9.7486	8.4096	11.5423	0.3159	8.8796	0.0	9.1773	3.1024	10.5252	6.02	7.2985	3.616	9.2176	2.1544	4.8655	0.7944	6.5993	6.8738	3.6445	1.6795	8.0926	9.6424	10.1508	7.5827	0.0	10.1567	0.7944	9.5291	9.8273	6.9472	3.9024	0.0	0.0	0.9849	10.4403	6.9066	0.0	8.3085	10.9188	0.3159	7.9485	6.3623	11.3546	0.0	8.6	10.7029	6.2227	6.9671	6.6842	11.0495	0.0	9.0432	9.0841	8.8097	8.0073	3.2582	10.3944	8.8254	10.2362	0.0	1.1532	9.023	0.0	7.5109	0.0	0.0	1.6795	7.1523	10.3316	9.5175	12.7453	7.7146	8.3491	10.8138	0.0	8.4075	10.9491	6.4778	0.0	9.2435	0.0	1.5648	9.2247	10.9607	6.66	6.7181	8.3674	8.0572	7.9211	6.7965	0.3159	7.2683	11.2133	0.0	2.7814	7.0705	8.5863	9.4173	12.0814	10.6326	8.4505	0.0	13.3143	0.0	1.9773	0.5749	9.2247
TCGA-A8-A09K	9.7787	9.6626	0.0	0.0	3.1031	5.2996	5.8774	7.9868	11.3065	6.1962	2.2619	0.5077	13.0875	4.1933	0.8825	8.0106	1.6365	7.0692	0.0	7.9155	0.0	7.0783	3.726	0.0	9.765	5.6418	12.3058	7.923	3.5292	0.0	1.4261	8.6333	10.5222	10.781	0.0	4.932	5.3894	7.4556	5.7588	7.4804	11.2047	2.3835	4.9906	11.0456	8.1838	3.2382	0.0	7.5208	3.6793	10.2686	0.0	11.3315	3.631	0.0	9.4871	7.2238	0.0	0.0	0.8825	11.4305	9.4493	5.2037	11.3112	7.938	6.3573	0.0	6.7168	6.4577	0.0	9.4939	8.5722	9.5412	5.1703	0.0	0.0	0.0	10.6148	4.9119	0.5077	1.4261	8.137	8.3233	9.3735	8.2572	10.0501	3.8152	10.0506	9.5182	0.0	11.408	7.7641	4.0166	12.4187	9.676	8.8023	10.5005	0.0	9.8628	0.0	2.7877	0.5077	5.4876	5.6172	7.2197	4.5715	7.0917	0.5077	1.1798	4.6463	3.0305	7.4804	4.4653	0.0	9.3324	8.4153	10.3228	8.8947	0.0	9.8196	0.5077	7.3854	9.8919	6.4851	1.82	0.0	0.0	0.0	10.8669	7.0737	0.5077	8.9572	10.875	0.0	8.8266	6.3721	10.2264	0.0	8.7664	10.6624	5.1871	4.7404	6.7956	10.862	0.0	5.3894	9.1613	8.1435	7.1528	1.1798	10.4426	8.8104	8.7006	0.0	0.8825	9.4973	0.0	7.1313	0.0	0.0	1.6365	7.7215	10.1942	9.4198	12.564	9.4939	8.6363	6.6993	0.0	8.8131	9.8919	6.3424	0.0	9.415	0.0	1.9828	8.8426	10.6042	6.961	4.8071	8.6561	9.4803	10.3778	1.4261	0.5077	6.8445	10.9654	0.0	0.0	6.9314	4.0166	8.3756	10.3152	10.511	9.1602	0.0	11.056	0.8825	3.9394	0.0	11.4701
TCGA-AO-A0J5	8.9298	12.3371	0.8805	0.0	3.7966	3.577	5.7842	8.159	11.5414	5.5678	2.3001	2.6356	12.2947	6.9187	8.5213	8.0895	0.8805	7.2003	0.0	9.4568	0.0	8.4901	6.9386	0.0	11.1333	6.6352	12.7032	7.1413	7.5759	2.0299	0.6422	9.5237	9.6847	11.2971	0.3565	7.632	6.2768	7.5746	0.8805	8.1262	11.4368	4.2647	6.5209	9.6619	8.1773	2.5275	0.0	7.5674	5.2482	10.3792	0.0	11.0585	3.5427	0.0	12.473	6.6634	1.4234	0.0	0.8805	9.3622	8.7906	1.2641	10.9497	8.73	7.941	2.0299	1.9273	2.1257	0.0	7.3266	9.2774	9.5525	4.6176	0.0	0.0	0.0	8.5459	1.2641	1.085	2.0299	5.3004	8.0304	8.5318	8.3043	10.551	3.3967	10.0911	9.316	0.0	10.2463	9.7444	5.747	12.4416	10.0363	7.7625	12.5225	0.0	9.3585	0.0	6.3872	0.3565	14.5032	5.2901	4.7587	5.0426	8.2693	3.2849	8.0195	2.1257	3.2766	8.3948	3.6432	0.8805	10.1837	9.5029	10.1157	9.1832	0.3565	9.1741	2.5961	9.2358	9.0136	5.5013	3.1456	0.0	0.0	0.0	10.6218	7.9443	0.0	9.4106	10.6752	0.3565	9.0222	4.9541	11.9918	0.0	8.7879	10.5807	5.4742	8.8356	4.9144	10.9039	0.0	7.8822	10.272	7.6011	8.8505	3.3178	10.183	8.1448	9.0049	0.0	0.3565	8.9827	0.0	6.9154	0.0	0.0	1.2641	3.6105	10.7065	10.0662	12.3584	8.9339	8.7001	9.0756	0.0	8.5113	10.512	6.6064	0.0	9.2551	0.0	0.6422	6.6872	10.4471	6.7636	6.6147	8.7611	8.8133	9.462	0.6422	1.6972	7.5457	11.2171	0.0	0.3565	5.8558	6.2451	9.2087	11.6991	9.9933	9.7659	0.0	15.1672	0.0	2.6614	0.0	10.4761
TCGA-C8-A1HO	8.4708	11.0253	0.0	0.0	1.6596	5.5343	7.3262	8.5549	11.4368	6.0552	0.6932	1.5113	12.8821	5.5052	4.3957	8.4932	0.6932	8.0849	0.0	8.4276	0.0	8.0057	4.8147	0.0	9.2177	5.2717	12.4613	7.4097	5.1264	2.5693	0.0	9.3579	9.9119	10.6129	0.0	6.175	8.4658	7.4585	3.2216	7.9109	13.1366	2.8418	3.5974	10.7067	8.1332	2.2331	0.0	6.0991	4.8766	9.9184	0.0	11.3434	3.8651	0.3879	11.2799	6.3919	10.5389	0.3879	0.0	9.2856	9.1628	2.3248	10.0311	9.0389	9.0507	3.0169	5.7314	8.1237	0.0	8.1157	8.8112	12.2499	5.3392	0.6932	2.411	0.3879	8.55	1.9169	0.3879	0.6932	5.8207	8.7494	9.6583	8.919	10.0464	2.2331	9.3291	10.8015	0.0	11.2438	8.6499	3.522	12.4467	9.0355	9.015	10.4153	0.0	8.7942	0.0	7.3427	3.0709	9.9212	4.0645	6.2703	2.7783	7.7445	0.9452	5.2717	1.1595	4.993	8.2253	4.3308	0.0	8.3355	9.3934	10.2599	8.7359	0.0	10.5776	0.3879	8.9802	9.4974	5.654	4.4374	0.0	0.0	0.0	10.4405	7.3262	0.0	8.3492	10.9504	0.6932	8.5055	6.4077	9.9883	0.0	8.3244	9.8234	4.6473	5.8974	7.3345	11.0275	0.3879	6.8119	10.1389	7.8582	6.2234	0.6932	10.9793	8.9134	12.0694	0.0	2.411	8.341	0.0	8.2357	0.0	0.0	2.6424	7.7894	9.6414	8.6985	11.9719	6.6216	8.5189	9.465	0.0	8.1395	10.8309	6.8119	0.0	8.3962	0.3879	1.6596	8.3856	10.3703	7.1865	6.112	6.955	10.4684	9.7206	0.6932	1.1595	7.2878	10.8167	0.0	0.0	4.2629	7.3262	7.4279	9.3173	10.4627	9.6993	0.0	13.0529	0.0	4.8614	0.0	10.5443
TCGA-C8-A1HI	9.5437	11.4125	0.6018	0.0	2.5004	5.0141	6.4372	8.7044	10.5788	6.1282	0.829	4.0234	12.4425	5.8369	5.6855	7.9123	0.6018	8.0749	0.0	8.5386	0.0	9.124	4.6478	0.0	11.0053	6.3531	12.8321	7.2904	6.3114	3.7185	0.0	8.7275	10.2483	10.0871	0.0	6.5372	3.4716	7.2363	3.3303	9.2255	11.3729	3.7741	5.6338	10.5854	10.2344	3.4716	0.0	8.3638	6.8981	9.9435	0.332	10.9455	2.7428	0.0	9.9329	5.9256	8.6432	0.0	0.332	10.2403	9.2726	2.362	12.1144	8.4106	8.0412	2.4329	4.803	6.9861	0.0	9.5885	9.1623	10.2245	5.8945	2.5004	4.5234	2.1258	8.1958	2.6267	1.4914	1.0252	5.7	8.7337	8.759	8.6654	9.8304	5.0928	10.9365	11.0597	0.0	10.3175	9.5542	6.1206	11.2944	9.5128	8.7615	11.6482	0.0	9.3439	0.0	6.9773	3.5692	10.8296	4.1764	4.8683	2.362	7.314	1.1979	6.6116	0.829	4.5234	8.0126	3.2144	0.0	8.6534	9.4521	10.9558	8.1906	0.0	9.909	0.6018	1.7352	8.9232	7.4548	5.4063	0.0	1.1979	4.1556	10.4871	8.2519	0.332	8.8262	10.8048	0.829	9.4792	7.6138	9.4028	0.0	9.5377	11.4118	5.0141	6.0771	6.1206	10.619	0.0	8.0968	10.7641	8.1569	6.9382	2.2875	10.1102	9.2027	8.7955	0.0	3.3303	9.0149	0.0	8.4226	0.332	0.0	4.1131	6.6897	10.1505	10.0492	12.4956	11.1114	8.9672	8.2701	0.0	8.8442	10.1173	6.1366	0.0	9.3638	0.332	1.6184	7.1711	10.099	6.9229	6.5769	8.4335	8.1372	8.334	4.457	1.1979	7.4411	9.9152	0.0	0.0	5.9256	6.0149	8.5635	10.2505	9.4933	9.8455	0.332	13.0921	0.6018	3.6308	1.3521	9.9806
TCGA-AR-A2LL	9.1354	11.1918	0.0	0.0	3.2727	7.6196	5.185	7.5875	10.7842	5.2089	1.2892	1.9591	11.9841	6.3867	6.4476	8.0804	1.6627	6.6427	0.4447	8.5438	0.0	7.664	4.4071	0.0	10.2016	4.9185	12.7959	7.3496	5.7471	1.0587	1.8185	8.8852	10.2782	10.3558	0.0	6.7384	5.7077	8.1878	3.3766	6.4416	10.5091	2.3136	3.9145	10.7885	8.7611	2.0872	0.0	5.6877	4.5021	10.7723	0.7841	10.8384	2.2048	0.0	9.1556	6.6582	11.0928	0.0	2.0872	10.9761	9.0227	1.9591	10.8059	9.4232	7.6742	2.5092	3.807	6.7039	0.4447	8.3705	8.9467	9.4301	6.323	0.4447	2.0872	1.0587	8.085	2.7605	1.2892	1.4881	4.7351	7.9219	8.6861	8.8095	9.7473	5.2274	10.6215	9.8592	0.0	10.8062	8.4139	4.2788	12.009	9.4421	8.0766	10.9553	0.7841	9.7815	0.0	3.982	1.2892	10.8384	5.8041	5.1993	3.1012	8.6655	0.7841	4.8836	0.4447	5.185	8.2712	5.6877	0.7841	10.297	9.7327	9.3589	8.1536	0.0	10.4729	2.4147	8.1609	9.7767	6.1505	4.0464	0.0	0.0	0.0	10.1707	8.0454	0.0	9.5328	10.9652	0.0	9.4072	6.7864	10.7125	0.0	9.3691	10.7374	5.3345	6.0121	6.8954	11.0326	0.0	8.3306	11.4493	7.4952	9.7844	2.2048	10.812	9.2714	8.5056	0.4447	4.1081	10.0827	0.0	7.2123	0.0	0.0	5.859	7.847	11.2372	8.5104	13.5566	8.0591	9.5029	10.2949	0.0	8.3752	9.9807	3.6908	0.0	9.7086	0.0	2.5979	10.0599	11.2115	6.4713	6.323	9.317	7.9433	7.5821	5.1116	2.2048	7.7422	10.5482	0.0	0.0	6.5401	8.3611	8.0976	9.2129	10.3558	9.1547	0.0	12.5206	0.0	2.4147	0.7841	10.7924
