case_id	TPRN	ITGAV	ART1	RBMXL3	PNOC	RNF128	ZNF222	FAM108B1	DLGAP4	OIP5	C2orf84	RAET1G	KIAA1522	HLX	PPAPDC1A	ZNF799	TAS2R19	ZNF416	CCL24	MAP3K6	SNORD56B	RND3	RUNX1T1	C4orf17	TENC1	NRXN2	ACTR2	ZNF554	PCSK5	SCRG1	SPDYE2	HPCAL1	GSS	TSPAN9	IL21	ADCY4	SGK196	KLHDC4	RMRP	HMGN5	ERLIN2	PCDHB18	C10orf11	ARIH2	?|653553	CCDC13	TAAR8	TPPP3	PARK2	MDM4	CPB2	KPNA6	SLC25A18	LY6G6D	AGL	FAM190A	PPP2R2C	ACTL7B	NPB	TJP3	NDOR1	XCL2	MRPS7	OTUD1	ZNF841	GUCY2D	CXCR2P1	DEPDC1	PSMB11	STXBP4	SLC25A13	PSMB8	ANKRD19	SPHKAP	C10orf107	ANKRD34B	MAK16	NR2E3	MT1H	SLITRK2	GZMA	ZNF845	ZMYM6	RPP30	HECTD3	ANKRD58	RFWD2	PSMA3	OTX2	SNAP29	LMO7	NAALADL1	ATN1	UHRF1BP1L	MED18	CNN3	TRPM1	BCL7C	C8B	MAP6	C1orf187	LRRC15	PROCA1	HSFX2	ABCD2	KSR1	GRAPL	NRK	TACR3	BMP8B	SLC31A2	FBXO43	PGA3	SOCS3	CD302	RAP2C	PAQR7	OR7E37P	TTC35	FAM7A2	C10orf82	DNAL4	SCML1	GRIK5	PNPLA5	C1orf49	KRT6C	RNPEPL1	C2orf7	SSX1	ABCB10	FYTTD1	KCTD8	MRPL55	LOC441294	MYO18A	SNORD59B	LTV1	LTA4H	SPRY3	BICC1	PHF7	ANAPC16	BPIL2	PGM2L1	DEGS1	MAGEE1	PKP2	ST6GALNAC1	SLC25A24	DPM1	SCAMP5	XKR3	SLC6A15	CD53	UGT1A1	C5orf54	MUC17	CT47B1	KIF5A	KCNK15	FCGR3A	PALM2-AKAP2	EEF1D	RHOV	BRE	ZSCAN18	TTTY15	SEMA3B	DHRS3	FA2H	MLN	MS4A6A	TPRX1	C10orf111	MFSD3	UBXN2B	ZNF225	KCNQ1	C6orf115	NLRC5	CXCR7	SH3GL2	KIAA0087	C19orf44	KDM5A	LCE3C	TAS2R1	MYO7A	ZNF135	KCTD11	SORL1	HDAC6	GMPPA	FAM181A	BGN	MYL2	LINGO4	IGFL4	PLXNA3
TCGA-A7-A26H	9.5974	12.8274	0.3347	0.0	2.6374	4.0588	6.1913	7.2446	10.3904	5.6993	1.3599	2.9991	12.1549	5.6835	7.768	7.8355	1.627	6.6319	0.8345	8.9881	0.0	9.5024	6.2064	0.0	10.9856	6.0951	12.9116	7.3196	7.1066	1.8524	0.8345	8.8274	9.7168	10.8391	0.0	6.5934	7.0956	8.0675	3.8395	7.0594	11.5799	3.1849	5.1377	9.4797	8.1644	2.1356	0.0	7.3244	7.0193	10.6415	0.8345	11.2638	4.3633	0.3347	9.8241	7.1229	9.0759	0.3347	0.8345	9.6768	8.9306	2.8612	9.6584	8.7009	8.3328	1.627	4.2089	7.7852	0.3347	9.3027	7.8905	9.912	5.856	0.6062	5.8689	0.0	9.4611	4.2089	0.8345	0.8345	6.4542	8.3409	9.3685	8.8149	10.0211	3.7859	10.3229	10.3314	0.3347	11.1026	9.8204	5.2005	12.0843	10.3564	8.2597	12.0268	0.0	8.8545	0.0	5.038	1.627	12.6554	4.5518	4.9914	5.2208	7.8454	1.0965	6.9045	0.0	6.0447	8.4266	4.9554	0.6062	10.5813	9.6576	9.9597	8.4167	0.0	9.9248	1.8524	8.0122	8.9088	5.6761	5.5207	0.0	0.0	1.8524	10.1993	7.2741	0.0	9.7136	11.2272	0.3347	8.8986	6.4326	9.9941	0.0	9.0341	10.7988	6.1061	8.4824	5.8945	11.009	0.0	9.1737	11.5837	6.9294	7.8223	1.8524	11.3196	8.9482	8.2311	0.0	0.8345	9.6409	0.0	8.2682	0.0	0.0	1.8524	6.6507	10.846	9.5432	12.7508	8.0539	9.2104	10.0703	0.0	9.5071	9.3839	4.3263	0.0	9.3901	0.0	1.4996	7.8223	10.5348	7.0222	7.6054	8.5127	9.524	9.7871	0.8345	4.0588	7.3393	11.2071	0.0	0.0	6.5296	7.9079	8.6689	12.1584	9.6969	9.6513	0.0	13.7385	0.3347	5.0032	0.0	10.584
TCGA-E2-A1B1	7.5391	12.6176	2.3811	0.0	3.4451	9.0	7.2806	8.5344	10.8959	5.4867	1.7291	2.8285	11.8644	6.9702	7.5873	9.3152	1.0372	7.617	0.8811	9.3731	0.0	11.2076	6.7677	0.0	10.3171	5.9984	13.3209	7.1584	7.6982	3.2029	1.1781	8.57	9.9395	10.6795	1.9596	7.8883	6.1977	7.6851	4.1223	7.5144	11.2164	4.0691	4.868	10.4162	6.7733	3.1004	0.0	6.849	5.9936	10.5106	1.3064	11.0179	2.7851	0.0	10.0294	7.7055	4.2395	0.0	0.2756	7.9461	8.1839	4.4205	10.4253	9.0177	8.6822	1.3064	6.987	8.1818	0.0	9.0053	9.0902	11.341	5.0161	4.4063	3.4998	1.8178	9.1023	3.359	0.0	1.5331	7.8689	9.0147	9.5988	8.9063	9.9117	3.8963	10.2112	10.5444	0.0	9.865	11.4962	5.4778	11.0928	10.1244	8.4238	12.3084	0.0	8.2895	0.0	6.0405	1.0372	12.4637	4.2233	4.3478	5.9599	8.187	3.1004	8.6164	2.7851	4.5297	9.5296	3.8123	0.8811	11.6145	10.632	10.2963	8.5418	0.2756	9.8666	3.2674	3.6765	7.4757	7.5778	4.2233	0.0	1.0867	4.7145	9.6962	7.1369	0.0	9.1598	11.2744	0.2756	7.3769	6.9284	10.5113	0.0	9.3601	10.9645	6.0312	8.6179	6.3129	10.6977	0.0	8.9976	10.5237	7.6369	9.5978	6.1977	10.7537	9.3075	7.7583	0.0	3.0646	10.6373	0.0	7.951	0.0	0.0	2.9116	5.3497	11.4215	10.7447	12.0472	8.4776	9.1346	9.6704	0.0	7.3229	9.5621	8.723	0.0	10.4416	0.0	2.4932	6.7051	10.1277	7.3878	6.5806	9.1556	9.8347	10.061	1.9805	0.7061	7.7519	11.3607	0.0	0.0	6.4232	8.4484	8.3679	11.1746	9.6915	9.0188	0.8811	13.5626	0.2756	3.1695	0.5068	8.9126
TCGA-AR-A255	9.1616	12.6557	0.9494	0.0	2.9687	6.7181	6.25	7.8613	11.103	6.1319	2.6499	2.4182	12.0235	6.9603	7.2286	7.976	1.1645	7.3706	0.0	8.1996	0.0	10.0	6.3356	0.0	9.9088	6.5938	12.8858	7.4367	7.3787	5.2336	0.0	8.3513	10.4905	10.6062	0.39	7.5123	5.7815	7.48	4.046	7.1551	10.3233	4.1755	5.8452	10.015	8.0888	1.8003	0.0	7.2698	4.8234	11.0622	0.9494	11.1035	4.0186	0.0	10.0906	6.4476	7.2045	0.39	0.6966	9.8948	8.8397	3.1308	10.6997	8.8181	8.1657	2.8495	7.1519	7.5172	0.0	8.3918	8.9749	11.2052	5.4539	2.786	3.2765	0.39	8.2417	1.9235	2.0369	2.4997	6.7053	8.3166	9.0176	8.8745	9.9636	3.9623	9.7634	11.0003	0.0	10.3592	9.3943	4.7751	11.5217	10.2205	7.8937	12.2446	0.39	8.4607	0.39	6.302	1.6657	12.2228	3.8734	4.8391	5.2096	8.5756	1.8003	6.2203	0.0	5.5139	9.0512	4.5451	0.9494	9.3429	10.1154	10.1375	8.3998	0.0	10.0048	2.0369	8.4416	8.5071	8.2057	4.6909	0.0	0.0	1.8003	10.003	7.4999	0.0	9.7747	11.5494	0.0	8.4822	6.0347	11.3562	0.0	8.8963	10.7207	5.543	8.0938	6.0347	10.6346	0.0	9.6537	14.4702	7.1265	8.5767	4.4252	10.8009	10.0511	8.4024	0.6966	1.8003	9.9369	0.0	7.0876	0.0	0.0	3.0247	8.3851	11.3718	10.1683	12.1813	8.2132	8.7819	9.816	0.0	8.9642	9.7649	4.2001	0.0	10.0191	0.0	2.0369	7.9345	10.8556	7.0777	6.4373	8.749	9.7879	8.786	0.9494	1.9235	7.5854	11.4378	0.0	0.0	6.0617	8.457	7.9124	11.5041	9.8677	9.1419	0.0	13.7452	0.39	4.1505	0.6966	9.096
TCGA-D8-A1XD	9.0055	12.329	0.5234	0.0	2.0219	7.7084	7.1478	7.8628	10.397	5.5611	2.1694	2.7409	12.1271	6.3009	7.5824	8.3289	0.0	9.5057	0.0	9.129	0.0	9.6811	5.705	0.0	10.2927	5.7758	12.7916	7.4907	6.797	2.3033	0.0	8.2971	10.0399	12.1308	0.0	5.3809	8.7958	8.078	2.6433	6.3863	12.9089	4.1389	2.3033	10.8637	7.9997	2.3033	0.0	7.5923	6.4013	9.585	0.5234	11.5225	1.459	1.8575	12.0484	6.4526	11.0455	0.0	4.6718	10.396	8.7599	0.0	9.7733	8.2482	9.71	0.9066	0.0	8.1996	0.0	7.3927	8.9182	7.4977	3.6288	0.0	2.4257	1.8575	8.1705	1.8575	0.5234	0.0	3.7742	9.049	9.4136	8.6097	9.7524	2.9183	9.4943	9.6819	0.0	9.3539	9.8642	5.1338	12.5265	9.3901	8.3367	11.9804	0.0	8.0788	0.0	6.0286	4.9419	12.4688	2.7409	5.5654	1.8575	7.8215	0.5234	7.3508	0.0	5.1157	7.9521	4.2426	0.0	10.1595	9.2385	9.2217	8.6913	0.0	9.6595	1.672	5.1157	8.4438	7.6902	5.2871	0.5234	0.0	2.4257	10.0327	7.9723	0.5234	8.7958	11.3399	0.9066	8.3618	7.2917	10.1717	0.0	9.0526	10.3899	4.9002	8.0169	7.6214	10.6484	0.5234	10.0387	9.6911	8.6713	9.9232	0.9066	11.342	9.8581	10.0911	0.0	2.0219	7.4977	0.0	7.9081	0.5234	0.0	6.1312	7.1655	9.2068	8.7077	11.9532	9.2227	8.7772	9.968	0.0	9.685	9.8396	7.5791	0.0	7.916	0.0	2.3033	8.1315	9.2928	6.6477	6.4454	7.3738	7.6053	9.6524	3.7742	0.9066	7.6047	11.399	0.0	0.5234	5.552	10.8093	9.7885	13.0884	10.7916	8.5951	0.5234	13.5661	0.0	1.2091	1.2091	11.4878
TCGA-D8-A1JI	9.6904	11.3977	0.0	0.0	0.8251	4.1985	6.245	6.5182	10.9776	5.6781	0.4707	0.8251	12.4515	6.8088	1.5504	7.1557	1.1093	7.2827	0.4707	7.7438	0.0	6.8671	3.6074	0.0	10.8817	4.7047	12.2984	7.7464	4.7468	0.8251	0.8251	8.2269	10.9995	9.7981	0.0	6.5835	4.9405	7.3993	3.7383	8.6339	12.1465	1.5504	5.6548	10.753	9.3041	3.7383	0.0	8.5531	2.9181	10.0493	0.0	11.1479	7.4607	0.0	9.3603	2.8425	8.5516	0.0	1.3466	9.6856	9.6122	2.2803	10.5912	8.556	7.3694	2.8425	3.6523	6.4371	0.0	7.9804	8.8757	9.3312	4.4737	0.0	6.2376	0.0	9.3648	4.1366	0.4707	0.8251	4.4227	7.0122	8.9972	7.7229	9.543	2.9181	10.1255	10.4479	0.0	10.9224	7.8246	3.7383	12.0484	9.0048	8.6779	9.3518	0.0	8.7928	0.4707	4.1679	0.4707	13.1046	5.0786	4.2579	1.7289	6.9948	2.5165	5.2197	0.0	3.4634	8.3734	4.8274	0.4707	8.9642	9.8748	11.5054	9.0559	1.5504	9.4434	0.8251	8.9039	9.9985	4.2579	3.561	1.8878	0.0	0.0	10.1903	7.6855	0.0	9.3424	10.8693	0.0	9.6639	4.9405	9.4875	0.0	8.2318	10.9025	5.1431	4.0719	7.7618	11.6892	0.0	7.767	11.7718	8.8177	9.4028	2.161	10.9626	9.7697	10.8749	0.4707	0.0	8.5737	0.0	7.9492	0.0	0.0	0.0	9.021	9.4624	10.5815	11.4896	8.195	9.2114	10.8582	0.0	9.9163	8.6725	3.933	0.0	9.4601	0.0	2.9181	9.1791	9.7111	6.7112	7.4638	8.0988	7.4448	8.7326	0.0	7.1712	7.6395	10.3835	0.0	0.8251	8.514	8.7482	9.0911	9.0972	9.9588	10.421	0.0	11.4366	0.0	4.0719	0.0	10.7755
TCGA-AN-A0FT	10.0403	10.964	0.0	0.0	3.9951	5.1648	7.0986	7.7187	10.3613	5.9143	1.4118	4.7719	11.7905	8.3306	7.4611	8.0227	1.621	5.4652	0.0	9.1553	0.0	9.3001	3.7048	0.0	10.7452	5.3815	12.2355	6.6169	6.496	2.7681	0.501	9.7832	10.2961	10.5336	0.0	8.0902	1.8036	9.2674	5.0965	7.7102	10.1043	3.56	5.993	10.3374	10.3563	4.3584	0.0	11.0464	3.918	11.1476	0.0	10.2658	9.1277	0.0	9.2732	4.1717	9.2877	0.0	0.8721	10.1888	10.3915	2.7681	9.9157	8.489	6.653	4.785	1.167	6.0929	0.8721	6.0301	8.7685	10.9465	6.2108	0.0	3.6099	0.0	8.1307	2.6774	3.75	3.0829	6.8424	7.2608	8.3675	9.2848	10.1681	4.9874	10.2218	10.6214	0.0	10.9189	10.4184	5.9549	12.3294	8.595	8.2909	11.3285	0.0	10.5401	0.0	4.6954	1.167	12.219	7.2292	5.1648	2.7681	7.444	1.8053	8.1838	0.0	4.4707	9.4265	3.918	0.0	11.8525	9.5522	10.2521	9.4895	0.8721	9.6978	1.621	0.0	10.4526	5.0965	3.2807	0.501	0.0	0.0	10.8033	8.9258	0.0	8.6909	10.4319	0.501	10.8705	5.0062	12.2219	0.0	9.1834	10.421	4.5496	4.9491	6.6411	11.1905	0.0	8.4467	10.4755	6.7892	8.1378	2.5806	9.6746	10.5377	8.8078	0.0	0.501	9.1394	0.0	7.019	0.8721	0.0	0.0	8.0365	11.0487	9.9079	13.0821	9.3311	8.6512	9.3292	0.0	10.4258	10.2383	8.7182	0.0	9.5459	0.0	1.9657	8.9873	9.1532	5.4652	7.1597	11.141	8.2561	10.8384	0.8721	0.0	7.1007	9.9341	0.0	0.0	5.0062	5.043	8.9754	9.6546	9.8135	10.5852	0.501	15.0381	0.501	2.7681	0.501	10.9192
TCGA-EW-A1J2	8.5704	12.6675	0.0	0.0	1.3257	7.1147	5.9287	8.4523	10.6851	4.1718	2.8127	3.0459	12.6122	6.0989	7.9546	7.9176	0.81	7.2612	0.0	9.5293	0.0	9.7607	6.0285	0.0	10.7305	6.5375	12.6961	7.3725	7.1935	2.0047	1.8118	8.9273	9.5888	11.2132	0.5052	7.8216	5.9719	7.3899	2.5902	6.6172	11.2027	4.0502	5.407	10.4464	7.2205	3.1348	0.0	7.4512	5.7875	10.6376	0.0	11.2058	3.215	0.3232	10.1512	5.807	8.4167	0.0	0.5871	9.9981	9.052	3.2535	9.8935	8.8184	8.1836	3.2535	2.7602	5.1041	0.0	7.9662	8.858	10.3077	5.794	4.0933	3.4975	0.0	8.6437	3.0055	0.5871	2.4645	7.0642	8.3472	9.1033	8.6822	10.1777	3.5603	10.4587	9.6433	0.0	10.4893	9.7678	5.9486	11.8356	10.0097	8.3505	12.1544	1.0031	8.6005	0.3232	6.6962	2.6491	12.6159	3.4651	5.4155	5.1659	8.4615	1.3257	7.3985	1.3257	6.8796	9.266	3.1755	0.3232	10.0673	9.8892	9.9199	8.79	0.0	9.3129	1.3257	7.5473	8.7248	6.7744	5.5607	0.0	0.0	3.398	10.3802	7.6283	0.0	9.3599	10.6017	0.81	8.6918	6.5219	10.6079	0.0	8.641	11.1783	5.734	8.5808	6.3008	10.9774	0.0	9.2689	10.9742	7.4071	9.298	4.072	11.4048	8.9161	8.7586	0.3232	2.1748	10.0445	0.0	6.9691	0.0	0.0	3.7607	6.4491	10.9983	10.3578	12.0641	8.7153	9.2326	9.6047	0.0	9.0006	9.4794	5.7272	0.0	9.8541	0.0	1.9124	7.506	10.0503	7.0146	6.8763	8.711	9.0743	9.212	2.0922	1.7047	7.6592	10.9329	0.0	0.0	6.6319	8.0355	8.7049	11.9681	9.9942	9.1471	0.5871	14.1107	0.5871	3.6782	1.1734	10.2347
TCGA-E2-A153	10.6464	12.3307	0.0	0.0	5.2579	8.0264	5.8089	7.9211	11.232	4.2516	1.9187	3.3861	12.4021	7.5408	8.7826	8.192	1.0788	7.1804	0.0	9.5479	0.0	9.2275	5.2579	0.0	10.8095	5.5424	12.7231	7.124	7.224	3.3861	0.638	9.8591	10.535	11.3791	0.0	7.6326	4.2745	8.007	1.9187	7.3024	10.7534	3.6644	5.1715	9.7819	9.2579	2.8315	0.0	8.8115	6.1055	10.2276	0.0	10.9733	1.9187	0.0	9.0557	5.8089	8.1274	0.0	0.638	10.4777	9.4399	2.1167	10.0637	8.7155	8.0448	0.638	0.638	5.2992	0.0	7.7113	8.7771	10.4475	6.1055	0.0	3.7264	0.0	8.7435	1.416	0.0	2.7141	4.9031	7.8978	8.8098	8.702	10.13	4.3552	10.4521	10.2873	0.0	10.1724	10.7038	6.5698	12.1697	9.2127	8.1043	12.397	0.0	9.8188	0.638	6.6834	0.0	13.9591	5.2992	5.0556	2.2908	7.8394	3.0945	7.8464	0.0	7.2186	9.005	3.2238	1.0788	11.0653	9.3587	9.6261	8.8795	0.0	9.8737	2.2908	0.0	9.1491	6.9071	4.7916	0.0	0.0	1.416	10.5099	8.1587	0.0	9.1519	10.4493	0.638	9.0855	5.8923	10.1748	0.0	8.6126	10.7728	5.674	7.6526	6.2283	10.6001	0.0	8.9248	12.1961	7.3074	8.4841	0.638	10.5756	9.21	8.5836	0.638	0.0	9.3774	0.0	7.1297	0.0	0.0	3.0409	7.7189	11.4647	10.1727	13.5658	8.493	9.2474	10.0091	0.0	11.1717	8.7513	5.8651	0.0	9.4719	0.0	1.6892	8.4223	9.8599	6.8802	8.1072	8.2111	9.1434	10.8518	1.0788	1.6892	7.9505	10.5105	0.0	0.0	5.3195	7.7859	9.7515	11.0552	9.9672	9.8771	0.0	15.4534	0.0	4.6064	0.0	10.5871
TCGA-AC-A3HN	10.1518	12.356	0.0	0.0	4.1582	9.045	5.8747	7.8043	10.9419	5.6189	1.8614	2.4154	11.9688	8.4091	7.9846	7.6653	0.3373	6.7886	1.038	9.8177	0.0	9.7918	6.6816	0.0	11.7802	7.4211	12.4388	7.4453	8.0719	1.9623	2.0567	9.2061	10.22	11.5354	0.0	8.7106	4.9552	7.8547	3.196	7.1859	10.7071	4.1368	5.8875	10.5648	8.48	3.7974	0.0	7.635	5.597	10.2091	0.6104	10.5148	3.8772	0.0	9.7314	4.5796	2.2286	0.0	1.5077	10.253	9.7469	3.6838	9.9479	8.481	7.9801	2.3075	2.9229	6.8359	0.0	7.2962	8.3683	10.8477	6.1074	2.2286	3.8511	0.84	8.5842	3.8245	0.6104	1.6354	7.1216	7.8313	8.5583	8.79	10.4557	4.9429	9.8473	10.1207	0.0	10.487	9.6122	6.0795	12.2782	9.5395	7.9966	12.4585	0.6104	9.6646	0.0	6.3961	2.0567	12.5551	4.5146	5.7247	4.7727	8.8661	3.1539	5.0385	0.0	5.3493	8.9953	4.2609	2.2286	10.8539	10.3463	10.0644	8.7124	0.3373	9.1644	1.2121	5.8084	8.5657	6.5939	3.7417	0.0	0.0	2.7072	10.9823	8.7883	0.0	8.8839	10.4705	1.038	9.5184	6.1929	10.8778	0.0	8.8389	10.7082	5.9747	8.2522	6.3077	10.9312	0.0	8.0944	10.7446	7.4344	7.6099	4.6418	10.3315	8.9102	8.716	0.0	1.6354	10.0248	0.0	7.1593	0.0	0.0	3.2368	7.4562	11.1288	10.2321	12.7179	8.4113	9.5677	10.5107	0.0	8.7968	9.9618	6.3077	0.0	9.896	0.0	2.6478	8.0449	9.6637	6.7146	7.9816	8.7848	9.9197	9.6127	2.5859	2.4534	7.851	10.6851	0.0	1.2121	6.8818	8.1246	9.1644	11.4153	9.8649	9.802	0.6104	14.7303	0.84	5.1172	0.3373	10.3607
TCGA-C8-A26Y	10.4954	11.3575	0.0	0.0	2.7683	11.1269	5.0762	8.7875	11.1461	7.8532	1.6515	4.1235	13.412	6.6413	4.8653	7.5588	0.3852	6.6632	0.3852	9.9177	0.0	8.9146	3.258	0.0	9.4801	4.4865	13.8556	6.8622	5.0093	1.339	1.5037	12.5279	9.8984	10.6942	0.0	6.1878	5.1022	7.7656	4.3197	3.7596	11.4311	1.9083	5.3817	10.8472	8.9903	3.258	0.0	7.4418	6.1817	10.3423	5.0365	11.1477	6.2816	0.3852	9.3777	5.9007	11.1104	0.6888	1.339	10.5296	10.5155	2.6325	10.0932	8.0061	9.0212	3.943	3.8233	9.1727	0.3852	7.0964	10.0551	11.7743	5.115	0.0	0.9395	4.3632	9.1837	1.6515	1.6515	0.0	5.9515	7.278	8.6542	8.6293	10.4732	5.9299	11.2621	10.633	0.0	10.8731	11.7321	3.623	11.2474	8.6957	8.7674	11.4071	0.3852	9.5924	0.3852	5.1022	3.3034	9.6763	2.9506	6.4874	2.8317	8.6743	2.0213	4.3845	0.0	6.2816	8.4987	5.1277	6.6762	9.601	8.517	10.8542	8.2604	0.6888	9.5758	0.6888	0.3852	9.9542	8.6393	3.1125	0.6888	4.3416	1.9083	11.4817	9.6168	9.5365	8.9658	11.0127	2.5595	8.9382	8.5989	10.408	0.0	8.7429	10.0194	7.3338	3.9992	7.0371	10.5786	5.1894	7.2977	12.0627	6.0211	8.8586	3.3034	9.1565	10.2096	8.2372	0.0	0.6888	9.0482	0.0	8.1072	0.0	0.0	2.0213	2.702	9.9331	8.8376	11.5292	10.8731	10.0555	10.5432	0.0	8.6012	10.7016	8.4094	0.0	8.6558	0.0	2.1261	7.7977	9.2581	4.7875	9.5323	9.9967	10.2096	7.4265	0.9395	0.0	6.4802	9.7647	0.0	0.0	6.2178	7.5588	8.4914	11.0931	10.5565	10.2869	0.6888	13.2339	0.0	7.8731	0.6888	10.2266
TCGA-B6-A0RT	7.6757	11.1609	0.0	0.0	6.1868	5.1687	5.9403	8.4966	10.1725	6.8858	1.8251	3.1093	11.2856	7.4504	5.0766	7.1674	1.8251	7.0751	0.0	9.7098	0.0	10.1966	6.0202	0.0	10.0912	7.1642	13.1942	6.6828	6.7354	2.169	0.71	9.3573	8.9551	9.2567	3.475	7.8105	5.3707	8.6778	4.5974	5.9252	10.3691	2.749	5.3257	10.4898	6.3588	2.4465	0.0	5.3257	4.3043	10.3922	0.0	11.0526	3.482	0.0	9.0325	4.7068	9.4638	0.0	3.2119	7.5394	9.1994	7.6348	10.1411	8.5429	8.0509	3.1615	9.327	8.9505	0.3982	6.2959	8.7252	11.133	5.063	4.559	1.8251	2.4465	9.5783	1.1838	0.71	6.6048	10.0416	8.2967	9.3658	8.7467	10.3664	6.2783	9.7294	10.6788	0.0	10.214	8.6242	6.2605	11.106	8.5936	8.6609	10.875	0.0	9.3405	0.0	7.1351	4.6713	9.7652	4.9488	4.9488	7.4712	9.7104	4.7921	4.9927	0.0	5.5576	8.9139	4.5394	1.5398	10.4306	9.3833	10.8762	7.3639	0.0	9.7353	1.949	2.2675	8.2002	7.5974	3.8109	0.0	0.0	3.0552	11.1137	8.4383	0.0	9.658	11.0407	1.3727	9.5311	6.0756	10.8108	0.0	9.9166	10.7294	6.3809	7.0717	5.7573	10.7767	0.0	8.4606	11.3759	7.251	7.5095	3.7779	10.117	9.9532	8.5853	0.0	3.6002	11.9659	0.0	6.9209	0.0	0.0	2.6791	5.1035	11.4848	10.6543	12.9045	8.2568	9.5267	8.887	0.0	4.6348	10.3702	3.8109	0.0	11.0644	0.9662	2.8157	8.1332	9.6833	6.3076	7.3443	9.6749	11.5635	7.522	3.5618	2.5282	6.9937	10.9239	0.0	0.0	8.6654	6.8708	8.9569	11.1699	10.2036	9.0883	0.3982	13.4436	0.3982	2.9404	0.0	10.5968
TCGA-A2-A0CY	8.7991	10.0456	0.0	0.0	2.4052	9.3883	4.9928	8.3931	11.4752	6.4088	0.0	6.5309	13.5796	6.4622	5.8602	5.9053	0.0	6.0189	0.6906	9.4001	0.0	8.9064	1.5067	0.0	8.9836	5.0676	12.3529	7.1579	3.0646	2.0248	0.0	10.3504	10.0039	11.1697	0.0	4.9861	8.8727	10.2091	1.7889	7.2539	9.631	1.5067	6.8088	9.9122	9.9796	5.2179	0.0	8.4423	5.9345	10.4251	0.0	11.8858	5.9913	0.6906	8.5921	4.3241	9.1251	0.6906	0.0	11.2497	8.7811	3.9757	10.3999	8.7382	7.9882	2.706	0.0	7.7457	0.6906	6.0986	8.6058	9.106	8.0762	3.1668	0.0	0.6906	8.6794	2.5634	0.0	0.6906	2.9547	7.1579	9.1796	9.5123	9.5624	2.2275	10.8948	10.3699	3.4359	9.613	8.9247	3.3516	11.3893	9.7571	7.4285	9.7334	0.0	11.1303	0.0	3.7309	1.7889	8.2921	7.1517	5.2179	0.0	8.9625	1.1556	4.3677	0.6906	9.3344	6.5499	3.1668	0.6906	9.4804	6.6851	9.5914	9.473	1.5067	9.9241	0.0	3.5155	9.6804	5.4176	5.1447	2.0248	0.6906	5.0938	10.5673	8.0989	3.1668	8.4423	9.6288	0.6906	10.3925	5.8137	10.9175	0.0	9.6276	11.8072	6.3031	2.8357	3.5155	10.7278	0.0	11.2645	10.4519	6.3581	8.807	5.8449	9.6443	9.2785	9.4554	0.0	9.3234	7.101	0.9043	5.9773	0.0	0.0	5.4982	8.6875	8.2491	8.6636	15.173	10.2586	9.3494	9.6543	0.0	7.5564	11.5583	6.9587	0.0	6.2575	0.0	3.0657	9.1425	10.0447	5.7493	6.4215	10.1989	6.4622	8.8633	3.5155	4.2328	9.2031	9.9431	0.0	0.6906	6.7192	4.4099	9.7124	10.9284	9.2038	10.038	0.6906	12.9973	0.6906	2.5634	0.6906	10.7263
TCGA-BH-A1F8	5.9283	12.3904	0.6587	0.0	2.2514	4.1986	6.1145	8.3043	11.4938	7.5511	1.2909	2.9364	10.9748	4.9314	7.4432	7.8947	1.5972	7.5225	0.0	7.0325	0.0	9.029	4.8469	0.0	9.0567	5.7993	14.0972	6.2358	4.8756	1.1093	0.6587	10.4305	10.7136	9.6395	0.0	5.8795	5.1587	5.3449	4.3899	7.8753	13.1891	2.5654	6.1965	9.7115	9.7105	0.6587	0.0	3.7487	7.5628	9.9335	1.9611	11.2157	4.2652	0.0	14.1174	4.7725	9.1763	0.3667	0.0	7.8154	7.2345	1.7289	10.576	8.3003	7.9514	0.6587	5.5637	7.7236	0.0	7.9362	10.9008	10.7601	3.6852	0.0	1.4521	1.8497	11.5982	3.6524	2.2514	2.3365	6.1619	9.0583	9.0939	9.7293	9.5314	1.2909	9.7135	10.7577	0.0	10.0542	8.6861	3.6852	11.2925	10.585	7.7432	11.3017	0.3667	7.8788	0.0	5.147	0.6587	12.1859	2.4169	6.0403	3.0914	6.4845	0.4515	5.2048	0.0	5.9755	7.1606	2.8808	0.0	7.8061	9.1189	11.9201	8.4427	0.3667	10.0868	0.3667	7.0609	8.0804	8.6851	3.3589	0.0	0.3667	1.2909	9.3552	7.8374	0.0	9.8554	12.0246	0.3667	7.8556	7.6444	8.8654	0.0	10.018	10.994	5.7613	7.3128	5.0621	10.5874	0.0	10.5433	10.9413	8.1988	8.7427	4.2433	10.2503	10.5159	9.0614	0.0	0.0	8.6962	0.0	7.7117	0.0	0.0	3.1396	7.9345	9.9584	8.3289	9.5477	7.8042	10.1362	9.1705	0.0	7.6589	8.6101	8.3252	0.0	8.9392	0.0	2.0645	7.7471	10.3114	7.0452	6.6349	10.836	8.7152	9.743	1.7289	3.0416	5.4077	11.1965	0.0	0.6587	5.5097	6.7006	7.2206	10.1826	10.1667	9.7638	0.0	13.0107	0.3667	3.8095	0.0	10.0475
